date,reading_time,bin_id,zone,fill_pct,volume_actual_m3,volume_nominal_m3,weight_estimated_kg,sensor_status,temperature_c,humidity_pct,day_of_week,is_holiday,lat,lng
2024-01-06,07:00:00,BIN-165,Kalaat Landlous,15.3,0.101,0.66,30.3,OK,34.9,55.4,Saturday,False,36.952759,10.007421
2024-01-06,07:00:00,BIN-166,Kalaat Landlous,14.0,0.0922,0.66,27.7,OK,9.7,58.7,Saturday,False,36.957962,10.029882
2024-01-06,07:00:00,BIN-167,Kalaat Landlous,15.2,0.1003,0.66,30.1,OK,24.7,31.0,Saturday,False,36.94134,10.017219
2024-01-06,07:00:00,BIN-168,Kalaat Landlous,10.6,0.0255,0.24,7.6,OK,35.5,73.8,Saturday,False,36.947032,10.027602
2024-01-06,07:00:00,BIN-169,Kalaat Landlous,16.0,0.1053,0.66,31.6,OK,33.2,48.7,Saturday,False,36.948338,10.018732
2024-01-06,07:00:00,BIN-170,Kalaat Landlous,6.4,0.0153,0.24,4.6,OK,13.0,63.3,Saturday,False,36.961378,10.023678
2024-01-06,07:00:00,BIN-171,El Aouina,19.2,0.127,0.66,38.1,OK,31.5,47.0,Saturday,False,36.839975,10.21638
2024-01-06,07:00:00,BIN-172,El Aouina,21.8,0.0524,0.24,15.7,OK,16.1,34.8,Saturday,False,36.84409,10.217764
2024-01-06,07:00:00,BIN-173,El Aouina,24.9,0.0597,0.24,17.9,OK,32.9,46.6,Saturday,False,36.83929,10.224137
2024-01-06,07:00:00,BIN-174,El Aouina,14.2,0.0936,0.66,28.1,OK,19.2,32.1,Saturday,False,36.830536,10.210887
2024-01-06,07:00:00,BIN-175,El Aouina,13.7,0.0328,0.24,9.8,OK,23.2,73.9,Saturday,False,36.840776,10.224458
2024-01-06,07:00:00,BIN-176,El Aouina,25.6,0.0613,0.24,18.4,OK,18.2,56.6,Saturday,False,36.843112,10.208491
2024-01-06,07:00:00,BIN-177,El Aouina,21.6,0.0517,0.24,15.5,OK,17.8,72.3,Saturday,False,36.829995,10.223792
2024-01-06,07:00:00,BIN-178,El Aouina,14.2,0.0341,0.24,10.2,OK,23.5,84.6,Saturday,False,36.826691,10.209565
2024-01-06,07:00:00,BIN-179,El Aouina,17.1,0.1131,0.66,33.9,OK,19.6,77.6,Saturday,False,36.843037,10.215094
2024-01-06,07:00:00,BIN-180,El Aouina,22.7,0.0545,0.24,16.4,OK,9.3,76.6,Saturday,False,36.845395,10.217788
2024-01-07,07:00:00,BIN-001,Ariana Centre,26.0,0.0624,0.24,18.7,OK,34.7,35.7,Sunday,False,36.860632,10.157948
2024-01-07,07:00:00,BIN-002,Ariana Centre,32.9,0.3624,1.1,108.7,OK,8.7,71.7,Sunday,False,36.861056,10.146156
2024-01-07,07:00:00,BIN-003,Ariana Centre,29.2,0.07,0.24,21.0,OK,14.0,45.8,Sunday,False,36.859942,10.161374
2024-01-07,07:00:00,BIN-004,Ariana Centre,21.3,0.1406,0.66,42.2,OK,28.1,45.0,Sunday,False,36.867942,10.16125
2024-01-07,07:00:00,BIN-005,Ariana Centre,27.0,0.1782,0.66,53.5,OK,36.7,60.8,Sunday,False,36.863916,10.172743
2024-01-07,07:00:00,BIN-006,Ariana Centre,28.7,0.0689,0.24,20.7,OK,24.5,44.9,Sunday,False,36.859477,10.150666
2024-01-07,07:00:00,BIN-007,Ariana Centre,28.2,0.0676,0.24,20.3,OK,25.2,39.4,Sunday,False,36.86867,10.166236
2024-01-07,07:00:00,BIN-008,Ariana Centre,30.6,0.0735,0.24,22.0,OK,24.2,32.8,Sunday,False,36.861743,10.163506
2024-01-07,07:00:00,BIN-009,Ariana Centre,21.8,0.1442,0.66,43.3,OK,9.5,51.1,Sunday,False,36.868438,10.164345
2024-01-07,07:00:00,BIN-010,Ariana Centre,31.9,0.2103,0.66,63.1,OK,29.1,79.0,Sunday,False,36.863264,10.164165
2024-01-07,07:00:00,BIN-011,Ariana Centre,26.1,0.2868,1.1,86.0,OK,21.4,49.6,Sunday,False,36.874444,10.158552
2024-01-07,07:00:00,BIN-012,Ariana Centre,30.4,0.073,0.24,21.9,OK,30.8,74.5,Sunday,False,36.850183,10.164451
2024-01-07,07:00:00,BIN-013,Ariana Centre,24.3,0.1605,0.66,48.1,OK,30.9,61.2,Sunday,False,36.856557,10.147593
2024-01-07,07:00:00,BIN-014,Ariana Centre,21.2,0.0509,0.24,15.3,OK,29.0,35.3,Sunday,False,36.855468,10.150742
2024-01-07,07:00:00,BIN-015,Ariana Centre,27.3,0.18,0.66,54.0,OK,31.0,55.9,Sunday,False,36.860375,10.17612
2024-01-07,07:00:00,BIN-016,Ariana Centre,25.5,0.0611,0.24,18.3,OK,34.9,44.2,Sunday,False,36.85667,10.173221
2024-01-07,07:00:00,BIN-017,Ariana Centre,28.6,0.3144,1.1,94.3,OK,35.5,48.2,Sunday,False,36.859172,10.162528
2024-01-07,07:00:00,BIN-018,Ariana Centre,26.9,0.0647,0.24,19.4,OK,22.6,33.6,Sunday,False,36.857675,10.17256
2024-01-07,07:00:00,BIN-019,Ariana Centre,27.4,0.1809,0.66,54.3,OK,33.4,45.5,Sunday,False,36.865148,10.164935
2024-01-07,07:00:00,BIN-020,Ariana Centre,26.5,0.1748,0.66,52.4,OK,23.2,52.3,Sunday,False,36.861834,10.148947
2024-01-07,07:00:00,BIN-021,Ariana Centre,32.5,0.0781,0.24,23.4,OK,24.7,33.9,Sunday,False,36.867025,10.159894
2024-01-07,07:00:00,BIN-022,Ariana Centre,24.9,0.0597,0.24,17.9,OK,25.7,43.1,Sunday,False,36.865396,10.154941
2024-01-07,07:00:00,BIN-023,Ariana Centre,25.2,0.1664,0.66,49.9,OK,22.5,33.6,Sunday,False,36.855109,10.154035
2024-01-07,07:00:00,BIN-024,Ariana Centre,31.7,0.349,1.1,104.7,OK,20.9,83.9,Sunday,False,36.861911,10.172562
2024-01-07,07:00:00,BIN-025,Ariana Centre,26.6,0.1756,0.66,52.7,OK,28.8,39.5,Sunday,False,36.871558,10.170473
2024-01-07,07:00:00,BIN-026,Ariana Centre,26.1,0.0625,0.24,18.8,OK,29.4,76.0,Sunday,False,36.85807,10.16772
2024-01-07,07:00:00,BIN-027,Ariana Centre,27.3,0.1802,0.66,54.1,OK,17.8,35.4,Sunday,False,36.86693,10.153904
2024-01-07,07:00:00,BIN-028,Ariana Centre,26.6,0.0638,0.24,19.1,OK,20.2,62.9,Sunday,False,36.872756,10.151777
2024-01-07,07:00:00,BIN-029,Ariana Centre,26.4,0.1743,0.66,52.3,OK,32.6,48.0,Sunday,False,36.857908,10.155824
2024-01-07,07:00:00,BIN-030,Ariana Centre,33.0,0.0792,0.24,23.8,OK,14.5,37.6,Sunday,False,36.871117,10.153595
2024-01-07,07:00:00,BIN-031,Ariana Centre,24.6,0.059,0.24,17.7,OK,32.3,71.6,Sunday,False,36.870916,10.149366
2024-01-07,07:00:00,BIN-032,Ariana Centre,29.4,0.0705,0.24,21.1,OK,16.7,63.9,Sunday,False,36.871473,10.1486
2024-01-07,07:00:00,BIN-033,Ariana Centre,29.3,0.0702,0.24,21.1,OK,34.3,46.5,Sunday,False,36.871769,10.1583
2024-01-07,07:00:00,BIN-034,Ariana Centre,30.4,0.2009,0.66,60.3,OK,35.6,81.5,Sunday,False,36.867188,10.15775
2024-01-07,07:00:00,BIN-035,Ariana Centre,25.6,0.1693,0.66,50.8,OK,37.7,62.0,Sunday,False,36.874699,10.156385
2024-01-07,07:00:00,BIN-036,Ariana Centre,28.1,0.1851,0.66,55.5,OK,33.4,76.9,Sunday,False,36.860031,10.149619
2024-01-07,07:00:00,BIN-037,Ariana Centre,23.0,0.0553,0.24,16.6,OK,37.0,30.0,Sunday,False,36.869333,10.153307
2024-01-07,07:00:00,BIN-038,Ariana Centre,26.2,0.173,0.66,51.9,OK,11.3,45.5,Sunday,False,36.87197,10.161657
2024-01-07,07:00:00,BIN-039,Ariana Centre,23.1,0.0554,0.24,16.6,OK,25.7,64.4,Sunday,False,36.861142,10.156045
2024-01-07,07:00:00,BIN-040,Ariana Centre,28.8,0.1903,0.66,57.1,OK,21.1,41.6,Sunday,False,36.86795,10.163549
2024-01-07,07:00:00,BIN-041,Ettadhamen,28.4,0.1873,0.66,56.2,OK,24.7,76.4,Sunday,False,36.848808,10.142066
2024-01-07,07:00:00,BIN-042,Ettadhamen,27.8,0.0668,0.24,20.0,OK,16.7,78.0,Sunday,False,36.842621,10.115184
2024-01-07,07:00:00,BIN-043,Ettadhamen,31.1,0.0747,0.24,22.4,FAULT,27.5,37.9,Sunday,False,36.832017,10.134613
2024-01-07,07:00:00,BIN-044,Ettadhamen,21.9,0.0526,0.24,15.8,OK,37.2,37.5,Sunday,False,36.833791,10.115154
2024-01-07,07:00:00,BIN-045,Ettadhamen,28.4,0.0682,0.24,20.5,OK,33.8,79.1,Sunday,False,36.833325,10.143271
2024-01-07,07:00:00,BIN-046,Ettadhamen,32.1,0.0769,0.24,23.1,OK,26.7,55.0,Sunday,False,36.831676,10.13348
2024-01-07,07:00:00,BIN-047,Ettadhamen,22.9,0.1511,0.66,45.3,OK,19.5,42.4,Sunday,False,36.82825,10.135481
2024-01-07,07:00:00,BIN-048,Ettadhamen,24.6,0.2705,1.1,81.2,FAULT,22.9,70.2,Sunday,False,36.852356,10.12993
2024-01-07,07:00:00,BIN-049,Ettadhamen,29.2,0.0701,0.24,21.0,OK,35.8,61.7,Sunday,False,36.844727,10.140177
2024-01-07,07:00:00,BIN-050,Ettadhamen,19.1,0.0457,0.24,13.7,OK,22.5,50.3,Sunday,False,36.840321,10.130674
2024-01-07,07:00:00,BIN-051,Ettadhamen,30.0,0.33,1.1,99.0,OK,10.4,70.2,Sunday,False,36.828295,10.137684
2024-01-07,07:00:00,BIN-052,Ettadhamen,27.7,0.0665,0.24,20.0,OK,30.5,45.4,Sunday,False,36.838952,10.123487
2024-01-07,07:00:00,BIN-053,Ettadhamen,32.9,0.0789,0.24,23.7,OK,26.3,43.5,Sunday,False,36.839701,10.125848
2024-01-07,07:00:00,BIN-054,Ettadhamen,23.6,0.1556,0.66,46.7,OK,28.1,67.6,Sunday,False,36.82718,10.132353
2024-01-07,07:00:00,BIN-055,Ettadhamen,25.7,0.1698,0.66,50.9,OK,26.4,79.7,Sunday,False,36.845103,10.133511
2024-01-07,07:00:00,BIN-056,Ettadhamen,26.9,0.1778,0.66,53.3,FAULT,21.6,79.8,Sunday,False,36.829212,10.139314
2024-01-07,07:00:00,BIN-057,Ettadhamen,25.7,0.1696,0.66,50.9,OK,18.6,83.8,Sunday,False,36.843749,10.131195
2024-01-07,07:00:00,BIN-058,Ettadhamen,20.3,0.1341,0.66,40.2,OK,28.9,62.9,Sunday,False,36.837205,10.137884
2024-01-07,07:00:00,BIN-059,Ettadhamen,25.2,0.1664,0.66,49.9,OK,15.8,64.6,Sunday,False,36.839521,10.136079
2024-01-07,07:00:00,BIN-060,Ettadhamen,30.8,0.074,0.24,22.2,OK,27.7,46.0,Sunday,False,36.851793,10.122954
2024-01-07,07:00:00,BIN-061,Ettadhamen,21.1,0.0505,0.24,15.2,OK,22.5,37.0,Sunday,False,36.843657,10.129888
2024-01-07,07:00:00,BIN-062,Ettadhamen,26.5,0.2915,1.1,87.4,OK,15.6,63.9,Sunday,False,36.851584,10.123547
2024-01-07,07:00:00,BIN-063,Ettadhamen,26.7,0.1761,0.66,52.8,OK,30.2,63.2,Sunday,False,36.846758,10.1429
2024-01-07,07:00:00,BIN-064,Ettadhamen,30.0,0.1981,0.66,59.4,OK,27.8,50.3,Sunday,False,36.829138,10.127505
2024-01-07,07:00:00,BIN-065,Ettadhamen,28.9,0.0693,0.24,20.8,OK,15.1,39.9,Sunday,False,36.844592,10.127684
2024-01-07,07:00:00,BIN-066,Ettadhamen,35.3,0.2329,0.66,69.9,OK,37.5,83.2,Sunday,False,36.833338,10.127108
2024-01-07,07:00:00,BIN-067,Ettadhamen,25.4,0.061,0.24,18.3,OK,33.1,71.4,Sunday,False,36.843093,10.14288
2024-01-07,07:00:00,BIN-068,Ettadhamen,26.2,0.063,0.24,18.9,OK,27.8,69.9,Sunday,False,36.850296,10.121297
2024-01-07,07:00:00,BIN-069,Ettadhamen,31.7,0.0761,0.24,22.8,OK,33.3,33.0,Sunday,False,36.847507,10.132667
2024-01-07,07:00:00,BIN-070,Ettadhamen,23.9,0.0575,0.24,17.2,OK,9.6,55.5,Sunday,False,36.839447,10.117477
2024-01-07,07:00:00,BIN-071,Ettadhamen,27.2,0.2996,1.1,89.9,OK,36.4,80.7,Sunday,False,36.851306,10.137225
2024-01-07,07:00:00,BIN-072,Ettadhamen,26.2,0.0628,0.24,18.8,OK,19.7,44.4,Sunday,False,36.845228,10.118891
2024-01-07,07:00:00,BIN-073,Ettadhamen,42.4,0.28,0.66,84.0,OK,16.7,73.9,Sunday,False,36.835414,10.144949
2024-01-07,07:00:00,BIN-074,Ettadhamen,28.1,0.0675,0.24,20.2,OK,23.9,82.6,Sunday,False,36.841676,10.138171
2024-01-07,07:00:00,BIN-075,Ettadhamen,30.3,0.3331,1.1,99.9,OK,18.6,76.4,Sunday,False,36.851541,10.127608
2024-01-07,07:00:00,BIN-076,La Marsa,23.9,0.2632,1.1,79.0,OK,16.2,44.9,Sunday,False,36.890032,10.320734
2024-01-07,07:00:00,BIN-077,La Marsa,21.6,0.2378,1.1,71.3,OK,25.5,55.4,Sunday,False,36.877343,10.313298
2024-01-07,07:00:00,BIN-078,La Marsa,21.8,0.144,0.66,43.2,OK,28.2,72.4,Sunday,False,36.8806,10.314902
2024-01-07,07:00:00,BIN-079,La Marsa,18.5,0.0445,0.24,13.3,OK,37.8,47.2,Sunday,False,36.886695,10.311736
2024-01-07,07:00:00,BIN-080,La Marsa,13.0,0.0312,0.24,9.4,FAULT,10.0,52.6,Sunday,False,36.873904,10.337169
2024-01-07,07:00:00,BIN-081,La Marsa,22.0,0.2422,1.1,72.7,OK,18.5,69.9,Sunday,False,36.880708,10.332068
2024-01-07,07:00:00,BIN-082,La Marsa,23.9,0.1579,0.66,47.4,OK,26.6,33.1,Sunday,False,36.872275,10.332703
2024-01-07,07:00:00,BIN-083,La Marsa,21.1,0.2319,1.1,69.6,OK,14.5,63.0,Sunday,False,36.882259,10.320862
2024-01-07,07:00:00,BIN-084,La Marsa,14.5,0.0348,0.24,10.4,OK,10.6,63.3,Sunday,False,36.884771,10.32097
2024-01-07,07:00:00,BIN-085,La Marsa,22.3,0.1469,0.66,44.1,OK,27.4,74.2,Sunday,False,36.876983,10.313624
2024-01-07,07:00:00,BIN-086,La Marsa,17.1,0.041,0.24,12.3,OK,13.5,46.2,Sunday,False,36.870295,10.331471
2024-01-07,07:00:00,BIN-087,La Marsa,15.4,0.1018,0.66,30.5,OK,21.6,84.7,Sunday,False,36.891,10.323173
2024-01-07,07:00:00,BIN-088,La Marsa,23.0,0.0551,0.24,16.5,OK,28.0,72.4,Sunday,False,36.877512,10.315526
2024-01-07,07:00:00,BIN-089,La Marsa,19.1,0.0459,0.24,13.8,OK,16.3,33.4,Sunday,False,36.870128,10.313384
2024-01-07,07:00:00,BIN-090,La Marsa,16.5,0.0396,0.24,11.9,OK,15.7,74.7,Sunday,False,36.874857,10.333056
2024-01-07,07:00:00,BIN-091,La Marsa,20.4,0.2242,1.1,67.3,OK,37.4,41.0,Sunday,False,36.884106,10.330856
2024-01-07,07:00:00,BIN-092,La Marsa,17.8,0.0427,0.24,12.8,OK,11.3,59.7,Sunday,False,36.886686,10.3154
2024-01-07,07:00:00,BIN-093,La Marsa,17.9,0.1183,0.66,35.5,OK,11.2,54.3,Sunday,False,36.875943,10.330306
2024-01-07,07:00:00,BIN-094,La Marsa,14.6,0.0964,0.66,28.9,OK,10.1,70.0,Sunday,False,36.874061,10.333091
2024-01-07,07:00:00,BIN-095,La Marsa,19.7,0.1302,0.66,39.1,FAULT,22.9,65.9,Sunday,False,36.881593,10.30707
2024-01-07,07:00:00,BIN-096,La Marsa,21.1,0.1393,0.66,41.8,OK,19.7,38.3,Sunday,False,36.87568,10.336456
2024-01-07,07:00:00,BIN-097,La Marsa,15.4,0.0371,0.24,11.1,OK,8.1,68.9,Sunday,False,36.875013,10.315917
2024-01-07,07:00:00,BIN-098,La Marsa,22.6,0.1493,0.66,44.8,OK,20.1,70.0,Sunday,False,36.878302,10.334639
2024-01-07,07:00:00,BIN-099,La Marsa,19.5,0.0468,0.24,14.0,OK,14.8,51.1,Sunday,False,36.868789,10.329865
2024-01-07,07:00:00,BIN-100,La Marsa,17.3,0.1144,0.66,34.3,OK,11.6,59.4,Sunday,False,36.871329,10.323295
2024-01-07,07:00:00,BIN-101,El Menzah,14.3,0.0946,0.66,28.4,OK,17.1,33.0,Sunday,False,36.851123,10.192226
2024-01-07,07:00:00,BIN-102,El Menzah,20.8,0.2292,1.1,68.8,OK,19.0,76.9,Sunday,False,36.84016,10.202785
2024-01-07,07:00:00,BIN-103,El Menzah,21.8,0.1437,0.66,43.1,OK,30.8,45.9,Sunday,False,36.856163,10.208555
2024-01-07,07:00:00,BIN-104,El Menzah,11.8,0.0283,0.24,8.5,OK,37.0,66.3,Sunday,False,36.845181,10.213383
2024-01-07,07:00:00,BIN-105,El Menzah,19.9,0.0476,0.24,14.3,OK,11.2,67.9,Sunday,False,36.838471,10.207144
2024-01-07,07:00:00,BIN-106,El Menzah,16.8,0.1111,0.66,33.3,OK,21.1,40.4,Sunday,False,36.855844,10.191339
2024-01-07,07:00:00,BIN-107,El Menzah,19.2,0.1268,0.66,38.0,OK,37.9,43.1,Sunday,False,36.850968,10.187867
2024-01-07,07:00:00,BIN-108,El Menzah,24.9,0.0597,0.24,17.9,OK,27.3,57.5,Sunday,False,36.856384,10.204223
2024-01-07,07:00:00,BIN-109,El Menzah,15.6,0.0373,0.24,11.2,OK,37.0,30.9,Sunday,False,36.85459,10.20318
2024-01-07,07:00:00,BIN-110,El Menzah,18.3,0.044,0.24,13.2,OK,29.6,52.3,Sunday,False,36.851955,10.210599
2024-01-07,07:00:00,BIN-111,El Menzah,13.3,0.0319,0.24,9.6,OK,23.7,81.7,Sunday,False,36.861401,10.205877
2024-01-07,07:00:00,BIN-112,El Menzah,20.4,0.2244,1.1,67.3,OK,30.2,42.8,Sunday,False,36.851781,10.199215
2024-01-07,07:00:00,BIN-113,El Menzah,15.3,0.0367,0.24,11.0,OK,22.7,31.0,Sunday,False,36.837016,10.202363
2024-01-07,07:00:00,BIN-114,El Menzah,16.8,0.1111,0.66,33.3,OK,15.3,65.7,Sunday,False,36.83875,10.196557
2024-01-07,07:00:00,BIN-115,El Menzah,22.1,0.053,0.24,15.9,OK,35.1,75.1,Sunday,False,36.851704,10.210944
2024-01-07,07:00:00,BIN-116,El Menzah,11.4,0.0274,0.24,8.2,OK,33.1,33.5,Sunday,False,36.8463,10.190309
2024-01-07,07:00:00,BIN-117,El Menzah,15.1,0.1656,1.1,49.7,OK,25.8,63.9,Sunday,False,36.859804,10.198509
2024-01-07,07:00:00,BIN-118,El Menzah,13.0,0.0312,0.24,9.4,OK,18.1,76.0,Sunday,False,36.847965,10.19582
2024-01-07,07:00:00,BIN-119,El Menzah,14.8,0.0355,0.24,10.6,OK,11.6,67.6,Sunday,False,36.857909,10.203231
2024-01-07,07:00:00,BIN-120,El Menzah,19.5,0.1289,0.66,38.7,OK,36.9,41.7,Sunday,False,36.850587,10.189628
2024-01-07,07:00:00,BIN-121,El Menzah,16.6,0.1098,0.66,32.9,OK,9.9,45.1,Sunday,False,36.854713,10.190028
2024-01-07,07:00:00,BIN-122,El Menzah,17.8,0.1953,1.1,58.6,OK,19.1,39.1,Sunday,False,36.850571,10.204366
2024-01-07,07:00:00,BIN-123,El Menzah,25.1,0.0603,0.24,18.1,OK,12.0,73.5,Sunday,False,36.855734,10.197652
2024-01-07,07:00:00,BIN-124,El Menzah,19.3,0.1274,0.66,38.2,OK,12.7,78.4,Sunday,False,36.857758,10.209845
2024-01-07,07:00:00,BIN-125,El Menzah,15.6,0.0374,0.24,11.2,FAULT,35.8,68.9,Sunday,False,36.846305,10.18595
2024-01-07,07:00:00,BIN-126,Raoued,17.7,0.0426,0.24,12.8,OK,28.8,73.6,Sunday,False,36.887646,10.095392
2024-01-07,07:00:00,BIN-127,Raoued,8.0,0.053,0.66,15.9,OK,12.3,44.9,Sunday,False,36.878535,10.102273
2024-01-07,07:00:00,BIN-128,Raoued,13.7,0.0904,0.66,27.1,OK,13.2,68.0,Sunday,False,36.895616,10.107295
2024-01-07,07:00:00,BIN-129,Raoued,13.9,0.1526,1.1,45.8,OK,26.4,34.8,Sunday,False,36.899525,10.118872
2024-01-07,07:00:00,BIN-130,Raoued,9.4,0.0226,0.24,6.8,OK,20.6,60.7,Sunday,False,36.892911,10.097822
2024-01-07,07:00:00,BIN-131,Raoued,15.7,0.1033,0.66,31.0,OK,37.3,64.0,Sunday,False,36.888127,10.106231
2024-01-07,07:00:00,BIN-132,Raoued,12.7,0.14,1.1,42.0,OK,23.2,55.5,Sunday,False,36.891927,10.105068
2024-01-07,07:00:00,BIN-133,Raoued,12.4,0.0816,0.66,24.5,OK,9.6,36.2,Sunday,False,36.887637,10.099249
2024-01-07,07:00:00,BIN-134,Raoued,11.3,0.0749,0.66,22.5,OK,35.3,57.4,Sunday,False,36.880329,10.099215
2024-01-07,07:00:00,BIN-135,Raoued,11.1,0.0267,0.24,8.0,OK,9.6,50.0,Sunday,False,36.894765,10.098439
2024-01-07,07:00:00,BIN-136,Raoued,8.6,0.0571,0.66,17.1,OK,26.5,79.0,Sunday,False,36.88836,10.121158
2024-01-07,07:00:00,BIN-137,Raoued,11.3,0.0271,0.24,8.1,OK,9.6,59.6,Sunday,False,36.886146,10.101467
2024-01-07,07:00:00,BIN-138,Raoued,10.1,0.0242,0.24,7.3,OK,23.4,33.9,Sunday,False,36.881975,10.110787
2024-01-07,07:00:00,BIN-139,Raoued,13.5,0.0325,0.24,9.8,OK,25.4,53.0,Sunday,False,36.887855,10.101534
2024-01-07,07:00:00,BIN-140,Raoued,7.5,0.0493,0.66,14.8,OK,14.9,36.1,Sunday,False,36.890468,10.120756
2024-01-07,07:00:00,BIN-141,Raoued,17.1,0.0411,0.24,12.3,OK,20.4,41.0,Sunday,False,36.878727,10.112133
2024-01-07,07:00:00,BIN-142,Raoued,13.9,0.0334,0.24,10.0,OK,25.6,33.0,Sunday,False,36.887642,10.120332
2024-01-07,07:00:00,BIN-143,Raoued,12.1,0.029,0.24,8.7,OK,26.3,39.8,Sunday,False,36.883163,10.119216
2024-01-07,07:00:00,BIN-144,Raoued,11.2,0.0269,0.24,8.1,OK,13.8,49.7,Sunday,False,36.884493,10.122379
2024-01-07,07:00:00,BIN-145,Raoued,8.4,0.0203,0.24,6.1,OK,9.0,61.3,Sunday,False,36.894306,10.115098
2024-01-07,07:00:00,BIN-146,Sidi Thabet,7.9,0.019,0.24,5.7,OK,22.0,53.0,Sunday,False,36.922491,10.057219
2024-01-07,07:00:00,BIN-147,Sidi Thabet,10.6,0.0254,0.24,7.6,OK,16.9,38.6,Sunday,False,36.929683,10.048207
2024-01-07,07:00:00,BIN-148,Sidi Thabet,18.0,0.0433,0.24,13.0,OK,35.2,61.8,Sunday,False,36.917674,10.059729
2024-01-07,07:00:00,BIN-149,Sidi Thabet,12.3,0.0295,0.24,8.8,OK,20.4,58.7,Sunday,False,36.922018,10.052575
2024-01-07,07:00:00,BIN-150,Sidi Thabet,15.0,0.0991,0.66,29.7,OK,22.2,55.5,Sunday,False,36.930134,10.045355
2024-01-07,07:00:00,BIN-151,Sidi Thabet,12.8,0.0308,0.24,9.2,OK,34.2,43.6,Sunday,False,36.911726,10.044803
2024-01-07,07:00:00,BIN-152,Sidi Thabet,8.6,0.0206,0.24,6.2,OK,35.8,82.0,Sunday,False,36.919805,10.065689
2024-01-07,07:00:00,BIN-153,Sidi Thabet,16.8,0.1108,0.66,33.2,OK,20.5,32.4,Sunday,False,36.909749,10.050666
2024-01-07,07:00:00,BIN-154,Sidi Thabet,12.8,0.0307,0.24,9.2,OK,23.1,53.4,Sunday,False,36.924934,10.034733
2024-01-07,07:00:00,BIN-155,Sidi Thabet,11.8,0.0776,0.66,23.3,OK,28.9,35.4,Sunday,False,36.911856,10.046109
2024-01-07,07:00:00,BIN-156,Sidi Thabet,20.2,0.2219,1.1,66.6,OK,30.6,68.1,Sunday,False,36.92134,10.039711
2024-01-07,07:00:00,BIN-157,Sidi Thabet,6.8,0.0447,0.66,13.4,OK,18.8,43.1,Sunday,False,36.927453,10.049415
2024-01-07,07:00:00,BIN-158,Sidi Thabet,16.0,0.1054,0.66,31.6,FAULT,28.1,38.9,Sunday,False,36.929581,10.058619
2024-01-07,07:00:00,BIN-159,Sidi Thabet,16.0,0.1056,0.66,31.7,OK,25.5,83.7,Sunday,False,36.925776,10.054042
2024-01-07,07:00:00,BIN-160,Sidi Thabet,12.6,0.0303,0.24,9.1,OK,29.1,40.2,Sunday,False,36.910583,10.05763
2024-01-07,07:00:00,BIN-161,Kalaat Landlous,17.7,0.1942,1.1,58.3,OK,29.1,30.1,Sunday,False,36.948296,10.028735
2024-01-07,07:00:00,BIN-162,Kalaat Landlous,12.1,0.08,0.66,24.0,OK,28.7,59.2,Sunday,False,36.950723,10.02865
2024-01-07,07:00:00,BIN-163,Kalaat Landlous,13.4,0.0322,0.24,9.7,OK,28.9,63.7,Sunday,False,36.951997,10.012906
2024-01-07,07:00:00,BIN-164,Kalaat Landlous,11.7,0.0281,0.24,8.4,OK,28.5,64.1,Sunday,False,36.95413,10.027018
2024-01-07,07:00:00,BIN-165,Kalaat Landlous,5.8,0.0381,0.66,11.4,OK,23.4,80.1,Sunday,False,36.952759,10.007421
2024-01-07,07:00:00,BIN-166,Kalaat Landlous,9.5,0.0628,0.66,18.8,OK,19.5,55.6,Sunday,False,36.957962,10.029882
2024-01-07,07:00:00,BIN-167,Kalaat Landlous,14.5,0.0954,0.66,28.6,OK,27.4,68.8,Sunday,False,36.94134,10.017219
2024-01-07,07:00:00,BIN-168,Kalaat Landlous,13.3,0.032,0.24,9.6,OK,12.2,48.4,Sunday,False,36.947032,10.027602
2024-01-07,07:00:00,BIN-169,Kalaat Landlous,11.0,0.0726,0.66,21.8,OK,30.1,71.4,Sunday,False,36.948338,10.018732
2024-01-07,07:00:00,BIN-170,Kalaat Landlous,14.9,0.0359,0.24,10.8,OK,30.6,71.8,Sunday,False,36.961378,10.023678
2024-01-07,07:00:00,BIN-171,El Aouina,22.2,0.1466,0.66,44.0,OK,23.1,53.3,Sunday,False,36.839975,10.21638
2024-01-07,07:00:00,BIN-172,El Aouina,15.0,0.036,0.24,10.8,OK,21.6,57.6,Sunday,False,36.84409,10.217764
2024-01-07,07:00:00,BIN-173,El Aouina,15.3,0.0368,0.24,11.0,OK,24.0,75.4,Sunday,False,36.83929,10.224137
2024-01-07,07:00:00,BIN-174,El Aouina,29.1,0.1924,0.66,57.7,OK,19.0,67.0,Sunday,False,36.830536,10.210887
2024-01-07,07:00:00,BIN-175,El Aouina,12.9,0.031,0.24,9.3,OK,34.5,40.4,Sunday,False,36.840776,10.224458
2024-01-07,07:00:00,BIN-176,El Aouina,22.5,0.0539,0.24,16.2,OK,19.7,39.8,Sunday,False,36.843112,10.208491
2024-01-07,07:00:00,BIN-177,El Aouina,20.4,0.049,0.24,14.7,OK,12.9,36.2,Sunday,False,36.829995,10.223792
2024-01-07,07:00:00,BIN-178,El Aouina,18.5,0.0444,0.24,13.3,OK,14.1,82.4,Sunday,False,36.826691,10.209565
2024-01-07,07:00:00,BIN-179,El Aouina,10.9,0.0717,0.66,21.5,OK,28.5,81.2,Sunday,False,36.843037,10.215094
